เลขเอกสาร,ชื่อกฎหมาย
1913350,พระราชกฤษฎีกา ว่าด้วยปริญญาในสาขาวิชา อักษรย่อสำหรับสาขาวิชา ครุยวิทยฐานะ เข็มวิทยฐานะ และครุยประจำตำแหน่งของมหาวิทยาลัยราชภัฏสุราษฎร์ธานี พ.ศ. 2555
1913351,พระราชกฤษฎีกา ว่าด้วยปริญญาในสาขาวิชา อักษรย่อสำหรับสาขาวิชา ครุยวิทยฐานะ เข็มวิทยฐานะ และครุยประจำตำแหน่งของมหาวิทยาลัยนครพนม (ฉบับที่ 2) พ.ศ. 2555
1913352,พระราชกฤษฎีกา ว่าด้วยปริญญาในสาขาวิชา อักษรย่อสำหรับสาขาวิชา ครุยวิทยฐานะ เข็มวิทยฐานะ และครุยประจำตำแหน่งของมหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์ (ฉบับที่ 2) พ.ศ. 2555
1913353,พระราชกฤษฎีกา ว่าด้วยปริญญาในสาขาวิชา อักษรย่อสำหรับสาขาวิชา ครุยวิทยฐานะ เข็มวิทยฐานะ และครุยประจำตำแหน่งของมหาวิทยาลัยนราธิวาสราชนครินทร์ (ฉบับที่ 2) พ.ศ. 2555
1913354,กฎกระทรวงการสอบคุณสมบัติและข้อเท็จจริงเกี่ยวกับสภาพความเป็นอยู่ และความเหมาะสมของผู้ขอรับเด็กเป็นบุตรบุญธรรม บุคคลผู้มีอำนาจให้ความยินยอมในการรับเด็กเป็นบุตรบุญธรรม และเด็กที่จะเป็นบุตรบุญธรรม พ.ศ. 2554
1913355,กฎกระทรวงกระบวนการให้คำปรึกษาเยียวยาก่อนเลิกรับบุตรบุญธรรมซึ่งยังเป็นเด็ก พ.ศ. 2554
1913356,กฎกระทรวงแบ่งส่วนราชการกรมทรัพยากรธรณี กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม พ.ศ. 2555
1913357,ระเบียบคณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ว่าด้วยการบริหารงานบุคคลของสำนักงาน ป.ป.ช. พ.ศ. 2555
1913358,ประกาศคณะกรรมการการเลือกตั้ง เรื่อง การแบ่งเขตเลือกตั้งสมาชิกสภาเทศบาลในจังหวัดจังหวัดสุราษฎร์ธานี (เทศบาลตำบลกรูด อำเภอกาญจนดิษฐ์)
1913359,ประกาศคณะกรรมการการเลือกตั้ง เรื่อง การแบ่งเขตเลือกตั้งสมาชิกสภาเทศบาลในจังหวัดนครสวรรค์ (เทศบาลตำบลอุดมธัญญา อำเภอตากฟ้า)
1913360,ประกาศคณะกรรมการการเลือกตั้ง เรื่อง การแบ่งเขตเลือกตั้งสมาชิกสภาเทศบาลในจังหวัดปทุมธานี (จำนวน 7 แห่ง 1. เทศบาลตำบลบ้านกลาง อำเภอเมืองปทุมธานี ฯลฯ และ 7. เทศบาลเมืองบึงยี่โถ อำเภอธัญบุรี)
1913486,ระเบียบคณะกรรมการกิจการกระจายเสียง กิจการโทรทัศน์ และกิจการโทรคมนาคมแห่งชาติ ว่าด้วยค่าใช้จ่ายในการสรรหาคณะกรรมการติดตามและประเมินผลการปฏิบัติงาน พ.ศ. 2554
1913487,ระเบียบคณะกรรมการกิจการกระจายเสียง กิจการโทรทัศน์ และกิจการโทรคมนาคมแห่งชาติ ว่าด้วยค่าตอบแทนและค่าใช้จ่ายอื่นในการปฏิบัติงานของคณะกรรมการติดตามและประเมินผลการปฏิบัติงาน พ.ศ. 2554
1913510,พระราชกฤษฎีกากำหนดบริเวณที่ดินป่าฝั่งซ้ายแม่น้ำภาชี ป่ากงเกวียน และป่าพุยาง และป่าพุสามซ้อน ในท้องที่ตำบลอ่างหิน ตำบลทุ่งหลวง ตำบลยางหัก อำเภอปากท่อ และตำบลหนองพันจันทร์ ตำบลบ้านคา ตำบลบ้านบึง อำเภอบ้านคา จังหวัดราชบุรี ให้เป็นอุทยานแห่งชาติ พ.ศ. 2555
1913511,กฎกระทรวงกำหนดความปลอดภัยในการรับจ้างบรรทุกคนโดยสาร พ.ศ. 2555
1913512,ระเบียบคณะกรรมการตุลาการศาลยุติธรรมว่าด้วยหลักเกณฑ์การแต่งตั้ง การเลื่อนตำแหน่ง การโยกย้ายแต่งตั้ง และการเลื่อนเงินเดือนและเงินประจำตำแหน่งข้าราชการตุลาการ (ฉบับที่ 2) พ.ศ. 2555
1913513,ระเบียบสำนักนายกรัฐมนตรี ว่าด้วยการลาของข้าราชการ พ.ศ. 2555
1913514,ระเบียบสำนักงานทะเบียนหุ้นส่วนบริษัทกลาง ว่าด้วยการจดทะเบียนห้างหุ้นส่วนและบริษัท (ฉบับที่ 3) พ.ศ. 2554
1914265,ระเบียบเทศบาลตำบลอากาศอำนวย ว่าด้วยข้อมูลข่าวสารของราชการ พ.ศ. 2554
1914266,ระเบียบเทศบาลตำบลบันนังสตา ว่าด้วยข้อมูลข่าวสารของราชการ พ.ศ. 2554
1914275,พระราชกำหนดให้อำนาจกระทรวงการคลังกู้เงินเพื่อการวางระบบบริหารจัดการน้ำและสร้างอนาคตประเทศ พ.ศ. 2555
1914276,พระราชกำหนดกองทุนส่งเสริมการประกันภัยพิบัติ พ.ศ. 2555
1914277,พระราชกำหนดการให้ความช่วยเหลือทางการเงินแก่ผู้ที่ได้รับความเสียหายจากอุทกภัย พ.ศ. 2555
1914278,พระราชกำหนดปรับปรุงการบริหารหนี้เงินกู้ที่กระทรวงการคลังกู้เพื่อช่วยเหลือกองทุนเพื่อการฟื้นฟูและพัฒนาระบบสถาบันการเงิน พ.ศ. 2555
1914283,ระเบียบสำนักงานอัยการสูงสุดว่าด้วยค่าใช้จ่ายในการประชุมราชการของสำนักงานอัยการสูงสุด พ.ศ. 2555
1914284,ระเบียบคณะกรรมการตรวจเงินแผ่นดิน ว่าด้วยเงินค่าตอบแทนพิเศษของลูกจ้างสำนักงานการตรวจเงินแผ่นดิน พ.ศ. 2555
1914285,ประกาศคณะกรรมการการเลือกตั้ง เรื่อง การแบ่งเขตเลือกตั้งสมาชิกสภาเทศบาลในจังหวัดพระนครศรีอยุธยา [เทศบาลตำบลบางกระสั้น อำเภอบางปะอิน]
1914286,ระเบียบกระทรวงยุติธรรมว่าด้วยค่าป่วยการ ค่าพาหนะเดินทาง ค่าเช่าที่พักและค่าตอบแทนอย่างอื่น ของคณะกรรมการสหวิชาชีพที่ไม่ใช่เจ้าหน้าที่สถานพินิจ พ.ศ. 2555
1914287,ระเบียบคณะกรรมการกิจการกระจายเสียง กิจการโทรทัศน์ และกิจการโทรคมนาคมแห่งชาติ ว่าด้วยการแบ่งส่วนงานภายในของสำนักงานคณะกรรมการกิจการกระจายเสียง กิจการโทรทัศน์ และกิจการโทรคมนาคมแห่งชาติ พ.ศ. 2555
1914314,ระเบียบกระทรวงพาณิชย์ว่าด้วยหลักเกณฑ์ วิธีการ และเงื่อนไขในการออกหนังสือรับรองแสดงการได้รับสิทธิในการยกเว้นภาษีทั้งหมด หรือบางส่วนตามความตกลงการค้าเสรี ไทย-ออสเตรเลีย สำหรับภาษีในโควตา สินค้าเกษตร 4 รายการ ปี 2555 พ.ศ. 2554
1914315,ระเบียบกรมปศุสัตว์ ว่าด้วยการอนุญาต การตรวจโรคและการทำลายเชื้อโรคในการเคลื่อนย้ายสัตว์ หรือซากสัตว์ ภายในราชอาณาจักร (ฉบับที่ 2) พ.ศ. 2555
1914316,ระเบียบกรมพัฒนาสังคมและสวัสดิการ ว่าด้วยการให้บริการผู้สูงอายุ (ฉบับที่ 2) พ.ศ. 2554
1914317,ระเบียบกรมพัฒนาการแพทย์แผนไทยและการแพทย์ทางเลือกว่าด้วยข้อมูลข่าวสารของกรมพัฒนาการแพทย์แผนไทยและการแพทย์ทางเลือก พ.ศ. 2554
1915031,พระราชกฤษฎีกาออกตามความในประมวลรัษฎากร ว่าด้วยการยกเว้นรัษฎากร (ฉบับที่ 533) พ.ศ. 2555
1915032,พระราชกฤษฎีกาออกตามความในประมวลรัษฎากร ว่าด้วยการยกเว้นรัษฎากร (ฉบับที่ 534) พ.ศ. 2555
1915171,พระราชกฤษฎีกากำหนดเขตที่ดินในบริเวณที่ที่จะเวนคืน ในท้องที่ตำบลบางบ่อ และตำบลเปร็ง อำเภอบางบ่อ จังหวัดสมุทรปราการ พ.ศ. 2555
1915172,กฎกระทรวงให้ใช้บังคับผังเมืองรวมเมืองโพธาราม จังหวัดราชบุรี พ.ศ. 2554
1915173,ประกาศสำนักงานศาลปกครอง เรื่อง ศาลปกครองพิพากษาถึงที่สุดให้เพิกถอนกฎ [คดีหมายเลขแดงที่ 309/2554 ระหว่าง นายสำรวย ยอดสุดา ผู้ฟ้องคดี กับ ประธานกรรมการกองทุนหมู่บ้านและชุมชนเมืองแห่งชาติ ที่ 1 ฯลฯ]
1915196,ระเบียบกระทรวงพาณิชย์ ว่าด้วยการจัดสรรปริมาณข้าวเพื่อการออกหนังสือรับรองการส่งออกไปสหภาพยุโรป (ฉบับที่ 2) พ.ศ. 2554
1915547,ระเบียบกระทรวงพาณิชย์ ว่าด้วยหลักเกณฑ์ วิธีการ และเงื่อนไขในการอนุญาตให้ส่งผลิตภัณฑ์มันสำปะหลัง ออกไปนอกราชอาณาจักร สำหรับปี 2555 พ.ศ. 2554
1915548,ระเบียบคณะกรรมการปฏิรูปที่ดินเพื่อเกษตรกรรม ว่าด้วยหลักเกณฑ์ วิธีการ และเงื่อนไข การให้กู้ยืมเงินกองทุนการปฏิรูปที่ดินเพื่อเกษตรกรรม แก่เกษตรกรและสถาบันเกษตรกรในเขตปฏิรูปที่ดิน พ.ศ. 2554
1915549,ระเบียบคณะกรรมการธุรกรรม ว่าด้วยการประชุมและการออกคำสั่ง พ.ศ. 2555
1915550,ระเบียบคณะกรรมการธุรกรรม ว่าด้วยหลักเกณฑ์ วิธีการเสนอเรื่องต่อคณะกรรมการธุรกรรม และมาตรการควบคุมตรวจสอบการปฏิบัติงานของพนักงานเจ้าหน้าที่ พ.ศ. 2555
1915579,กฎกระทรวงให้ใช้บังคับผังเมืองรวมชุมชนวิหารแดง จังหวัดสระบุรี พ.ศ. 2554
1915580,ประกาศคณะกรรมการการเลือกตั้ง เรื่อง การแบ่งเขตเลือกตั้งสมาชิกสภาเทศบาลในจังหวัดกำแพงเพชร [เทศบาลตำบลทุ่งทราย อำเภอทรายทองวัฒนา]
1915581,ประกาศคณะกรรมการการเลือกตั้ง เรื่อง การแบ่งเขตเลือกตั้งสมาชิกสภาเทศบาลในจังหวัดน่าน [เทศบาลตำบลกองควาย อำเภอเมืองน่าน]
1915582,ประกาศคณะกรรมการการเลือกตั้ง เรื่อง การแบ่งเขตเลือกตั้งสมาชิกสภาเทศบาลในจังหวัดลำปาง [เทศบาลตำบลวังพร้าว อำเภอเกาะคา]
1915603,พระราชบัญญัติงบประมาณรายจ่ายประจำปีงบประมาณ พ.ศ. 2555
1915604,ระเบียบเทศบาลตำบลน้ำเชี่ยว ว่าด้วยข้อมูลข่าวสารของราชการ พ.ศ. 2554
1915605,ระเบียบเทศบาลตำบลน้ำเชี่ยว ว่าด้วยการรักษาความเป็นระเบียบเรียบร้อยและความปลอดภัยในการให้ประชาชนเข้าตรวจดูข้อมูลข่าวสาร พ.ศ. 2554
1915606,ระเบียบองค์การบริหารส่วนตำบลห้วยนาง ว่าด้วยข้อมูลข่าวสารของราชการ พ.ศ. 2555
1915607,ระเบียบองค์การบริหารส่วนตำบลห้วยนาง ว่าด้วยการรักษาความเป็นระเบียบเรียบร้อยและความปลอดภัยในการให้ประชาชนเข้าตรวจดูข้อมูลข่าวสาร พ.ศ. 2555
1915800,พระราชกฤษฎีกากำหนดเขตที่ดินในบริเวณที่ที่จะเวนคืน ในท้องที่ตำบลวันยาว ตำบลขลุง และตำบลซึ้ง อำเภอขลุง จังหวัดจันทบุรี พ.ศ. 2555
1915801,พระราชกฤษฎีกากำหนดเขตที่ดินในบริเวณที่ที่จะเวนคืน ในท้องที่อำเภอบางกรวย จังหวัดนนทบุรี และเขตทวีวัฒนา เขตตลิ่งชัน เขตบางพลัด เขตบางกอกน้อย เขตบางซื่อ และเขตจตุจักร กรุงเทพมหานคร พ.ศ. 2555
1915802,พระราชกฤษฎีกาถอนสภาพที่ดินอันเป็นสาธารณสมบัติของแผ่นดินสำหรับพลเมืองใช้ร่วมกัน ในท้องที่ตำบลหนองแปน อำเภอกมลาไสย จังหวัดกาฬสินธุ์ พ.ศ. 2555
1915803,พระราชกฤษฎีกาถอนสภาพที่ดินอันเป็นสาธารณสมบัติของแผ่นดินสำหรับพลเมืองใช้ร่วมกัน ในท้องที่ตำบลธัญญา อำเภอกมลาไสย จังหวัดกาฬสินธุ์ พ.ศ. 2555
1915804,พระราชกฤษฎีกาถอนสภาพที่ดินอันเป็นสาธารณสมบัติของแผ่นดินสำหรับพลเมืองใช้ร่วมกัน ในท้องที่ตำบลประโคนชัย อำเภอประโคนชัย จังหวัดบุรีรัมย์ พ.ศ. 2555
1915805,พระราชกฤษฎีกาถอนสภาพที่ดินอันเป็นสาธารณสมบัติของแผ่นดินสำหรับพลเมืองใช้ร่วมกัน ในท้องที่ตำบลนาแซง อำเภอหล่มเก่า จังหวัดเพชรบูรณ์ พ.ศ. 2555
1915806,พระราชกฤษฎีกาให้ใช้พระราชบัญญัติควบคุมอาคาร พ.ศ. 2522 บังคับในท้องที่บางแห่ง ในเขตเทศบาลตำบลโคกสูง อำเภอโพนทอง จังหวัดร้อยเอ็ด พ.ศ. 2555
1915807,ระเบียบคณะกรรมการการเลือกตั้งว่าด้วยการเบิกจ่ายเงินเพิ่มการครองชีพชั่วคราวของพนักงานและลูกจ้างประจำของสำนักงานคณะกรรมการการเลือกตั้ง (ฉบับที่ 2) พ.ศ. 2555
1915808,ประกาศสำนักงานศาลปกครอง เรื่อง ศาลปกครองพิพากษาถึงที่สุดให้เพิกถอนกฎ [คดีหมายเลขแดงที่ อ. 477/2554 ระหว่าง นายโสภณ สิงหบำรุง ที่ 1 ฯลฯ กับ นายกองค์การบริหารส่วนตำบลปกาสัย ที่ 1 ฯลฯ]
1915810,ประกาศคณะกรรมการการเลือกตั้ง เรื่อง การแบ่งเขตเลือกตั้งสมาชิกสภาเทศบาลในจังหวัดระนอง [เทศบาลตำบลบางนอน อำเภอเมืองระนอง]
1915811,ประกาศคณะกรรมการการเลือกตั้ง เรื่อง การแบ่งเขตเลือกตั้งสมาชิกสภาเทศบาลในจังหวัดปทุมธานี [เทศบาลตำบลบางขะแยง อำเภอเมืองปทุมธานี เทศบาลเมืองลาดสวาย อำเภอลำลูกกา เทศบาลเมืองบางคูวัด อำเภอเมืองปทุมธานี]
1915812,ประกาศคณะกรรมการการเลือกตั้ง เรื่อง การแบ่งเขตเลือกตั้งสมาชิกสภาเทศบาลในจังหวัดสมุทรสาคร [เทศบาลตำบลดอนไก่ดี อำเภอกระทุ่มแบน]
1915817,ระเบียบสำนักนายกรัฐมนตรี ว่าด้วยการบริหารจัดการน้ำและอุทกภัยแห่งชาติ พ.ศ. 2555
1915818,ระเบียบ ก.ต.ช. ว่าด้วยหลักเกณฑ์การปฏิบัติราชการของผู้บัญชาการในฐานะเป็นอธิบดีหรือแทนผู้บัญชาการตำรวจแห่งชาติ (ฉบับที่ 2) พ.ศ. 2555
1915819,ระเบียบคณะกรรมการประกันสังคม ว่าด้วยการรับเงิน การจ่ายเงิน และการเก็บรักษาเงินกองทุน พ.ศ. 2555
1915820,ระเบียบคณะกรรมการจัดสรรที่ดินจังหวัดพิษณุโลก ว่าด้วยการกำหนดอัตราค่าปรับกรณีที่ชำระเงินค่าบำรุงรักษาและการจัดการสาธารณูปโภคล่าช้ากว่าเวลาที่กำหนด พ.ศ. 2555
1915821,ระเบียบคณะกรรมการจัดสรรที่ดินจังหวัดพิษณุโลก ว่าด้วยการระงับการจดทะเบียนสิทธิและนิติกรรมในที่ดินจัดสรร พ.ศ. 2555
1916105,พระราชกฤษฎีกากำหนดเขตที่ดิน ในท้องที่ตำบลทุ่งไทรทอง อำเภอลำทับ จังหวัดกระบี่ ให้เป็นเขตปฏิรูปที่ดิน พ.ศ. 2555
1916106,พระราชกฤษฎีกากำหนดเขตที่ดิน ในท้องที่ตำบลพระบาท ตำบลกล้วยแพะ อำเภอเมืองลำปาง ตำบลแม่เมาะ ตำบลสบป้าด อำเภอแม่เมาะ และตำบลแม่ทะ ตำบลหัวเสือตำบลดอนไฟ ตำบลวังเงิน อำเภอแม่ทะ จังหวัดลำปาง ให้เป็นเขตปฏิรูปที่ดิน พ.ศ. 2555
1916107,พระราชกฤษฎีกาว่าด้วยปริญญาในสาขาวิชา อักษรย่อสำหรับสาขาวิชา ครุยวิทยฐานะ เข็มวิทยฐานะ และครุยประจำตำแหน่งของมหาวิทยาลัยนเรศวร (ฉบับที่ 3) พ.ศ. 2555
1916108,พระราชกฤษฎีกาออกตามความในประมวลรัษฎากร ว่าด้วยการลดอัตราและยกเว้นรัษฎากร (ฉบับที่ 535) พ.ศ. 2555
1916109,กฎกระทรวงกำหนดแบบบัตรประจำตัวพนักงานเจ้าหน้าที่ พ.ศ. 2555
1916110,กฎกระทรวงกำหนดหลักเกณฑ์ วิธีการและเงื่อนไข และอัตราค่าใช้จ่ายในการวิเคราะห์ตรวจสอบตัวอย่างดินเป็นการเฉพาะราย พ.ศ. 2555
1916111,กฎกระทรวงกำหนดหลักเกณฑ์ วิธีการและเงื่อนไข และอัตราค่าใช้จ่ายในการบริการแผนที่หรือข้อมูลทางแผนที่เป็นการเฉพาะราย พ.ศ. 2555
1916112,กฎกระทรวงกำหนดหลักเกณฑ์ วิธีการและเงื่อนไข และอัตราค่าใช้จ่ายในการปรับปรุงดินหรือที่ดิน หรือการอนุรักษ์ดินและน้ำเป็นการเฉพาะราย พ.ศ. 2555
1916113,ประกาศคณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ เรื่อง กำหนดลักษณะความผิดของเจ้าหน้าที่ของรัฐในระดับต่ำกว่าผู้บริหารระดับสูง หรือข้าราชการในระดับต่ำกว่าผู้อำนวยการกองที่คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ เห็นสมควรดำเนินการ (ฉบับที่ 2) พ.ศ. 2555
1916114,ประกาศคณะกรรมการการเลือกตั้ง เรื่อง การแบ่งเขตเลือกตั้งสมาชิกสภาเทศบาลในจังหวัดนนทบุรี [เทศบาลตำบลเสาธงหิน เทศบาลตำบลบ้านบางม่วง อำเภอบางใหญ่]
1916115,ประกาศคณะกรรมการการเลือกตั้ง เรื่อง การแบ่งเขตเลือกตั้งสมาชิกสภาเทศบาลในจังหวัดกาญจนบุรี [เทศบาลตำบลหนองหญ้าดอกขาว อำเภอท่าม่วง]
1916239,ระเบียบสำนักนายกรัฐมนตรี ว่าด้วยการดูแลรักษาสวนสมเด็จพระศรีนครินทร์ (ฉบับที่ 2) พ.ศ. 2555
1916240,ระเบียบสำนักนายกรัฐมนตรี ว่าด้วยกองทุนพัฒนาบทบาทสตรี พ.ศ. 2555
1916241,ระเบียบกระทรวงยุติธรรม ว่าด้วยค่าป่วยการ ค่าพาหนะเดินทาง ค่าเช่าที่พักและค่าตอบแทนอย่างอื่นของผู้เข้าร่วมประชุมจัดทำแผนแก้ไขบำบัดฟื้นฟู เด็กหรือเยาวชน พ.ศ. 2555
1916258,กฎกระทรวงกำหนดการขยายระยะเวลาการใช้บังคับผังเมืองรวม (ฉบับที่ 21) พ.ศ. 2555
1916259,ประกาศคณะกรรมการการเลือกตั้ง เรื่อง การกำหนดหลักเกณฑ์ วิธีการ เงื่อนไข และจำนวนค่าใช้จ่ายในการสนับสนุนพรรคการเมือง ประจำปี 2555 ตามมาตรา 81 แห่งพระราชบัญญัติประกอบรัฐธรรมนูญว่าด้วยพรรคการเมือง พ.ศ. 2550
1916563,พระราชกฤษฎีกาให้ใช้พระราชบัญญัติคันและคูน้ำ พ.ศ. 2505 บังคับในท้องที่อำเภอด่านขุนทด จังหวัดนครราชสีมา พ.ศ. 2555
1916564,พระราชกฤษฎีกาให้ใช้พระราชบัญญัติคันและคูน้ำ พ.ศ. 2505 บังคับในท้องที่อำเภอนาด้วง จังหวัดเลย และอำเภอนาวัง จังหวัดหนองบัวลำภู พ.ศ. 2555
1916565,พระราชกฤษฎีกากำหนดเขตที่ดิน ในท้องที่ตำบลวังประจบ ตำบลน้ำรึม ตำบลตลุกกลางทุ่ง ตำบลวังหิน อำเภอเมืองตาก จังหวัดตาก ตำบลวังตะคร้อ อำเภอบ้านด่านลานหอยจังหวัดสุโขทัย และตำบลท่าไม้ อำเภอพรานกระต่าย จังหวัดกำแพงเพชร ให้เป็นเขตปฏิรูปที่ดิน พ.ศ. 2555
1916566,พระราชกฤษฎีกากำหนดเขตที่ดิน ในท้องที่ตำบลปากคาด ตำบลโนนศิลา ตำบลสมสนุก ตำบลนาดง ตำบลหนองยอง อำเภอปากคาด จังหวัดบึงกาฬ และตำบลโพนแพง ตำบลนาทับไฮ ตำบลพระบาทนาสิงห์ อำเภอรัตนวาปี ตำบลวังหลวงตำบลหนองหลวง ตำบลเฝ้าไร่ ตำบลนาดี ตำบลอุดมพร อำเภอเฝ้าไร่ ตำบลจุมพล ตำบลชุมช้าง ตำบลบ้านผือ ตำบลทุ่งหลวง ตำบลเหล่าต่างคำ ตำบลเซิม ตำบลวัดหลวง ตำบลสร้างนางขาว ตำบลบ้านโพธิ์ ตำบลนาหนัง อำเภอโพนพิสัย ตำบลสีกาย ตำบลหินโงม ตำบลหาดคำ ตำบลวัดธาตุ ตำบลโพธิ์ชัย ตำบลสองห้อง อำเภอเมืองหนองคาย ตำบลบ้านฝาง อำเภอสระใคร จังหวัดหนองคาย ให้เป็นเขตปฏิรูปที่ดิน พ.ศ. 2555
1916567,พระราชกฤษฎีกากำหนดเขตที่ดิน ในท้องที่ตำบลบ้านแก้ง และตำบลโคกปี่ฆ้อง อำเภอเมืองสระแก้ว จังหวัดสระแก้ว พ.ศ. 2555
1916568,พระราชกฤษฎีกากำหนดเขตที่ดิน ในท้องที่ตำบลชานุมาน ตำบลคำเขื่อนแก้ว ตำบลโคกสาร ตำบลโคกก่ง และตำบลป่าก่อ อำเภอชานุมาน จังหวัดอำนาจเจริญ ให้เป็นเขตปฏิรูปที่ดิน พ.ศ. 2555
1916569,พระราชกฤษฎีกากำหนดเขตที่ดิน ในท้องที่ตำบลเขาดิน ตำบลหน้าเขา ตำบลพรุเตียว ตำบลสินปุน ตำบลเขาพนม ตำบลโคกหาร อำเภอเขาพนม และตำบลทุ่งไทรทอง อำเภอเขาพนมและตำบลทุ่งไทรทอง อำเภอลำทับ จังหวัดกระบี่ ให้เป็นเขตปฏิรูปที่ดิน พ.ศ. 2555
1916570,พระราชกฤษฎีกากำหนดเขตที่ดิน ในท้องที่ตำบลหนองบอน ตำบลแพง ตำบลเหล่า ตำบลหัวขวาง ตำบลหนองกุงสวรรค์ ตำบลวังยาว ตำบลดอนกลาง และตำบลหนองเหล็ก อำเภอโกสุมพิสัย จังหวัดมหาสารคาม ให้เป็นเขตปฏิรูปที่ดิน พ.ศ. 2555
1916571,พระราชกฤษฎีกากำหนดเขตที่ดิน ในท้องที่ตำบลสร้างถ่อน้อย และตำบลหัวตะพาน อำเภอหัวตะพาน จังหวัดอำนาจเจริญ ให้เป็นเขตปฏิรูปที่ดิน พ.ศ. 2555
1916572,ประกาศคณะกรรมการการเลือกตั้ง เรื่อง การแบ่งเขตเลือกตั้งสมาชิกสภาเทศบาลในจังหวัดนครศรีธรรมราช [เทศบาลเมืองปากพูน อำเภอเมืองนครศรีธรรมราช]
1916573,ประกาศคณะกรรมการการเลือกตั้ง เรื่อง การแบ่งเขตเลือกตั้งสมาชิกสภาเทศบาลในจังหวัดเชียงราย [จำนวน 4 แห่ง 1. เทศบาลตำบลสันทราย อำเภอเมืองเชียงราย ฯลฯ]
1916574,ประกาศคณะกรรมการการเลือกตั้ง เรื่อง การแบ่งเขตเลือกตั้งสมาชิกสภาเทศบาลในจังหวัดภูเก็ต [เทศบาลตำบลฉลอง อำเภอเมืองภูเก็ต]
1916575,ประกาศคณะกรรมการการเลือกตั้ง เรื่อง การแบ่งเขตเลือกตั้งสมาชิกสภาเทศบาลในจังหวัดภูเก็ต [เทศบาลตำบลรัษฎา อำเภอเมืองภูเก็ต]
1916597,กฎ ก.ร. ว่าด้วยวินัยข้าราชการรัฐสภาสามัญ พ.ศ. 2555
1916598,กฎ ก.ร. ว่าด้วยหลักเกณฑ์และวิธีการการให้บำเหน็จความชอบ การกันเป็นพยาน การลดโทษ และการให้ความคุ้มครองพยาน พ.ศ. 2555
1916599,ระเบียบคณะกรรมการสิทธิมนุษยชนแห่งชาติว่าด้วยเงินค่าตอบแทนพิเศษของข้าราชการรัฐสภาสามัญ สังกัดสำนักงานคณะกรรมการสิทธิมนุษยชนแห่งชาติ พ.ศ. 2554
1916600,ประกาศสำนักนายกรัฐมนตรี เรื่อง การอนุมัติพระราชกำหนดกองทุนส่งเสริมการประกันภัยพิบัติ พ.ศ. 2555 และพระราชกำหนดการให้ความช่วยเหลือทางการเงินแก่ผู้ที่ได้รับความเสียหายจากอุทกภัย พ.ศ. 2555
1916601,ประกาศคณะกรรมการสิทธิมนุษยชนแห่งชาติ เรื่อง การจัดทำมาตรฐานกำหนดตำแหน่ง และการจัดตำแหน่งข้าราชการรัฐสภาสามัญ สังกัดสำนักงานคณะกรรมการสิทธิมนุษยชนแห่งชาติ เข้าประเภทตำแหน่ง สายงาน และระดับตำแหน่ง ตามมาตรฐานกำหนดตำแหน่ง
1916602,ประกาศคณะกรรมการการเลือกตั้ง เรื่อง การแบ่งเขตเลือกตั้งสมาชิกสภาเทศบาลในจังหวัดชัยภูมิ [เทศบาลตำบลคอนสวรรค์ อำเภอคอนสวรรค์]
1916603,ระเบียบกระทรวงพาณิชย์ว่าด้วยหลักเกณฑ์ วิธีการ และเงื่อนไขในการออกหนังสือรับรองแสดงการได้รับสิทธิชำระภาษีในโควตาตามพันธกรณีตามความตกลงการเกษตรภายใต้องค์การการค้าโลก (WTO) สำหรับสินค้านมผงขาดมันเนย ปี 2555 พ.ศ. 2554
1916604,ระเบียบกระทรวงพาณิชย์ว่าด้วยหลักเกณฑ์ วิธีการ และเงื่อนไขในการออกหนังสือรับรองแสดงการได้รับสิทธิชำระภาษีในโควตาตามพันธกรณีตามความตกลงการเกษตรภายใต้องค์การการค้าโลก (WTO) สำหรับสินค้าน้ำนมดิบและนมพร้อมดื่ม ปี 2555 พ.ศ. 2554
1916605,ระเบียบกระทรวงพาณิชย์ว่าด้วยหลักเกณฑ์ วิธีการ และเงื่อนไขในการออกหนังสือรับรองแสดงการได้รับสิทธิในการยกเว้นภาษีทั้งหมดหรือบางส่วนตามความตกลงหุ้นส่วนเศรษฐกิจที่ใกล้ชิดกันยิ่งขึ้นไทย - นิวซีแลนด์ สำหรับภาษีในโควตาสินค้าน้ำนมดิบและนมพร้อมดื่ม ปี 2555 พ.ศ. 2554
1916606,ระเบียบคณะกรรมการกิจการกระจายเสียง กิจการโทรทัศน์ และกิจการโทรคมนาคมแห่งชาติว่าด้วยการจ่ายบำเหน็จพนักงานและการสงเคราะห์ภายหลังออกจากงาน พ.ศ. 2555
1916607,ระเบียบคณะกรรมการกิจการกระจายเสียง กิจการโทรทัศน์ และกิจการโทรคมนาคมแห่งชาติว่าด้วยค่าใช้จ่ายในการเดินทางไปปฏิบัติงาน พ.ศ. 2555
1916610,ระเบียบเทศบาลตำบลท้าวอู่ทอง ว่าด้วยข้อมูลข่าวสารของราชการ พ.ศ. 2555
1916764,กฎกระทรวงให้ใช้บังคับผังเมืองรวมเมืองกันตัง จังหวัดตรัง พ.ศ. 2555
